"","RECORD_ID","Parcel number","Registered units","TrueRoll unit count"
"713","001-0101009","DV0035-250",21,NA
"714","001-0101010","723460-0880",18,7
"715","001-0101011","172880-0115",27,5
"716","001-0101012","066000-1855",45,1
"717","001-0101013","600300-0930",39,6
"718","001-0101014","278460-0060",15,3
"719","001-0101015","808040-0185",27,4
"720","001-0101016","600300-1800",14,4
"721","001-0101017","024220-0000",20,NA
"722","001-0101017","024220-0010",20,NA
"723","001-0101017","024220-0020",20,NA
"724","001-0101017","024220-0030",20,NA
"725","001-0101017","024220-0040",20,NA
"726","001-0101017","024220-0050",20,NA
"727","001-0101017","024220-0060",20,NA
"728","001-0101017","024220-0070",20,NA
"729","001-0101017","024220-0080",20,NA
"730","001-0101017","024220-0090",20,NA
"731","001-0101017","024220-0100",20,NA
"732","001-0101017","024220-0110",20,NA
"733","001-0101017","024220-0120",20,NA
"734","001-0101017","024220-0130",20,NA
"735","001-0101017","024220-0140",20,NA
"736","001-0101017","024220-0150",20,NA
"737","001-0101017","024220-0160",20,NA
"738","001-0101017","024220-0170",20,NA
"739","001-0101017","024220-0180",20,NA
"740","001-0101018","519110-0090",8,3
"741","001-0101019","278460-0070",30,3
"742","001-0101021","751850-8902",11,NA
"743","001-0101022","545780-0235",8,NA
"744","001-0101022","545780-0235",8,NA
"745","001-0101025","859040-0905",220,23
"746","001-0101026","685070-0055",22,1
"747","001-0101027","197220-1260",22,NA
"748","001-0101028","600350-1174",29,11
"749","001-0101029","068800-0006",15,6
"750","001-0101030","684770-0335",19,2
"751","001-0101031","600350-2150",20,4
"752","001-0101032","503630-0461",40,2
"753","001-0101033","620960-0000",18,NA
"754","001-0101034","684820-0246",34,9
"755","001-0101035","927620-0090",18,5
"756","001-0101036","423240-0315",19,6
"757","001-0101037","881640-0530",10,2
"758","001-0101038","684820-0745",30,2
"759","001-0101039","880490-0935",43,NA
"760","001-0101040","330370-0415",19,NA
"761","001-0101041","519110-0020",18,4
"762","001-0101042","519110-0005",22,3
"763","001-0101043","600300-2046",16,9
"764","001-0101044","612660-1200",32,6
"765","001-0101045","751900-0115",10,NA
"766","001-0101047","197220-0075",26,3
"767","001-0101049","952810-1345",48,3
"768","001-0101050","685170-0070",16,4
"769","001-0101052","872560-0485",28,1
"770","001-0101053","145360-0481",10,2
"771","001-0101054","206110-0055",15,2
"772","001-0101055","336240-0105",6,NA
"773","001-0101056","600350-0870",18,NA
"774","001-0101057","716920-0230",21,NA
"775","001-0101058","716920-0125",21,1
"776","001-0101059","292604-9503",75,13
"777","001-0101060","290220-1095",20,1
"778","001-0101063","880490-0710",67,NA
"779","001-0101064","880490-0660",25,NA
"780","001-0101066","859040-0890",56,NA
"781","001-0101067","685070-0380",27,2
"782","001-0101068","069600-0335",47,8
"783","001-0101069","913710-1605",10,NA
"784","001-0101070","757920-1105",19,3
"785","001-0101071","880490-0955",60,1
"786","001-0101072","666916-0100",21,NA
"787","001-0101073","387990-0530",30,1
"788","001-0101074","812970-0145",12,NA
"789","001-0101075","408380-2805",19,3
"790","001-0101076","723460-0490",34,2
"791","001-0101077","330370-0325",13,2
"792","001-0101078","291970-1490",16,4
"793","001-0101079","180690-0130",12,3
"794","001-0101080","133630-0180",21,NA
"795","001-0101081","197820-0710",22,2
"796","001-0101082","929730-0807",13,5
"797","001-0101083","713330-0130",11,NA
"798","001-0101083","DV1137-392",11,NA
"799","001-0101084","812970-0005",14,1
"800","001-0101088","942140-0015",14,3
"801","001-0101089","732790-0670",11,NA
"802","001-0101090","786750-0045",17,5
"803","001-0101091","344800-0030",104,1
"804","001-0101092","952810-2785",35,8
"805","001-0101093","927420-0630",18,5
"806","001-0101094","569500-0025",7,NA
"807","001-0101095","569400-1196",4,2
"808","001-0101097","352403-9227",1,NA
"809","001-0101104","612660-0870",2,NA
"810","001-0101105","569400-0545",4,NA
"811","001-0101107","569400-0240",26,3
"812","001-0101108","408380-2715",19,3
"813","001-0101108","DV1128-817",19,NA
"814","001-0101113","387990-0650",24,2
"815","001-0101114","722850-1825",17,5
"816","001-0101115","684820-0470",12,4
"817","001-0101116","216390-0365",22,6
"818","001-0101117","327490-0000",100,NA
"819","001-0101118","219760-0390",16,5
"820","001-0101119","684820-0560",18,3
"821","001-0101120","186240-0360",44,10
"822","001-0101121","387690-0180",26,NA
"823","001-0101124","600300-0245",108,28
"824","001-0101124","600300-0260",108,NA
"825","001-0101126","290220-0530",10,NA
"826","001-0101129","952310-1015",30,NA
"827","001-0101130","952110-0005",12,NA
"828","001-0101131","930130-0830",11,NA
"829","001-0101133","195970-1195",10,NA
"830","001-0101138","367940-0305",10,2
"831","001-0101139","411460-0400",17,NA
"832","001-0101140","344200-0060",47,1
"833","001-0101141","266050-0281",19,NA
"834","001-0101143","952810-3580",40,3
"835","001-0101144","510140-0632",34,3
"836","001-0101145","277110-1945",15,NA
"837","001-0101146","723460-1335",10,NA
"838","001-0101147","069600-0250",320,9
"839","001-0101148","639200-0340",12,4
"840","001-0101149","387990-1050",24,1
"841","001-0101150","600300-1390",12,NA
"842","001-0101151","277160-3550",16,3
"843","001-0101154","983120-0305",9,NA
"844","001-0101155","948570-0202",12,4
"845","001-0101156","182504-9125",13,5
"846","001-0101156","182504-9125",13,5
"847","001-0101157","881640-0595",17,11
"848","001-0101158","600350-1490",20,NA
"849","001-0101159","387990-0670",39,12
"850","001-0101160","982870-2470",20,NA
"851","001-0101161","170340-0165",12,4
"852","001-0101162","688990-0097",9,2
"853","001-0101163","616990-0510",19,4
"854","001-0101163","616990-0510",19,4
"855","001-0101163","616990-0510",19,4
"856","001-0101165","952810-1245",12,7
"857","001-0101165","952810-1245",12,7
"858","001-0101166","276770-4935",14,2
"859","001-0101167","302504-9030",15,3
"860","001-0101167","302504-9030",15,3
"861","001-0101168","600300-0240",26,7
"862","001-0101168","600300-0240",26,7
"863","001-0101168","600300-0240",26,7
"864","001-0101168","600300-0240",26,7
"865","001-0101169","111800-0100",1,NA
"866","001-0101170","276760-0850",6,3
"867","001-0101171","225450-1445",7,4
"868","001-0101172","000760-0129",20,NA
"869","001-0101173","276760-0845",6,5
"870","001-0101175","927420-0280",10,6
"871","001-0101176","181780-0011",10,7
"872","001-0101177","600300-1260",14,NA
"873","001-0101179","982670-0965",20,12
"874","001-0101180","930130-0810",8,5
"875","001-0101180","930130-0810",8,5
"876","001-0101181","570750-0105",40,11
"877","001-0101182","091400-0108",10,5
"878","001-0101183","982870-2225",19,9
"879","001-0101184","569450-1125",7,2
"880","001-0101185","219760-0700",35,14
"881","001-0101187","532310-0075",24,8
"882","001-0101189","246740-0190",30,2
"883","001-0101189","246740-0190",30,2
"884","001-0101190","685170-0245",42,6
"885","001-0101191","411460-1370",15,2
"886","001-0101192","246740-0235",11,2
"887","001-0101193","609650-0120",5,5
"888","001-0101194","338990-0141",12,3
"889","001-0101195","276770-2695",12,7
"890","001-0101195","276770-2695",12,7
"891","001-0101196","338990-0510",18,10
"892","001-0101197","684820-0565",22,7
"893","001-0101198","744300-1180",11,5
"894","001-0101199","501600-1430",9,NA
"895","001-0101201","282604-9040",24,7
"896","001-0101204","266050-0400",44,NA
"897","001-0101204","DV0068-568",44,NA
"898","001-0101205","859090-0485",47,6
"899","001-0101208","423240-0480",19,NA
"900","001-0101209","344200-0069",62,NA
"901","001-0101210","942140-0026",36,NA
"902","001-0101211","685070-0680",20,NA
"903","001-0101215","881640-0390",23,4
"904","001-0101216","336240-0780",18,8
"905","001-0101217","290220-0185",22,1
"906","001-0101218","181780-0135",32,4
"907","001-0101221","600300-1440",41,3
"908","001-0101223","884770-0000",36,NA
"909","001-0101224","173180-0045",38,NA
"910","001-0101224","173180-0045",38,NA
"911","001-0101227","766370-0350",10,1
"912","001-0101229","085000-0295",10,4
"913","001-0101230","197220-5110",11,5
"914","001-0101231","276770-0765",37,9
"915","001-0101232","276770-2975",12,1
"916","001-0101233","290220-0886",11,NA
"917","001-0101234","418940-0080",18,5
"918","001-0101235","438570-0360",22,2
"919","001-0101236","715220-0045",22,9
"920","001-0101237","277160-0390",28,9
"921","001-0101238","812970-0690",10,1
"922","001-0101239","292504-9047",37,13
"923","001-0101240","216390-0470",40,2
"924","001-0101242","684820-0360",16,1
"925","001-0101244","751850-8941",10,3
"926","001-0101245","723460-1220",15,NA
"927","001-0101246","643050-0075",13,2
"928","001-0101247","059700-0570",14,6
"929","001-0101248","367790-0040",13,1
"930","001-0101249","880490-0441",29,NA
"931","001-0101250","952810-3930",15,NA
"932","001-0101251","952310-1350",21,6
"933","001-0101252","423540-0630",21,3
"934","001-0101254","092504-9397",11,3
"935","001-0101255","600300-1550",29,2
"936","001-0101255","DV0007-289",29,NA
"937","001-0101256","057000-0295",140,1
"938","001-0101258","982870-2610",12,1
"939","001-0101259","751850-8740",15,3
"940","001-0101262","894550-0000",1,NA
"941","001-0101263","276760-3270",10,NA
"942","001-0101264","192604-9216",111,NA
"943","001-0101267","715220-0405",12,7
"944","001-0101269","130330-0095",17,NA
"945","001-0101270","684820-0260",14,1
"946","001-0101271","216390-0314",52,16
"947","001-0101272","277160-4835",16,NA
"948","001-0101274","232403-9141",8,NA
"949","001-0101275","674670-0245",18,NA
"950","001-0101276","881640-0565",20,NA
"951","001-0101277","409230-1630",40,1
"952","001-0101278","522630-0165",16,NA
"953","001-0101279","092504-9336",12,NA
"954","001-0101280","952810-4685",13,NA
"955","001-0101281","674670-1705",12,1
"956","001-0101282","114200-1525",21,NA
"957","001-0101283","717020-0155",18,NA
"958","001-0101283","717020-0155",18,NA
"959","001-0101284","674670-1020",40,NA
"960","001-0101285","797470-0145",19,NA
"961","001-0101286","114200-1535",40,NA
"962","001-0101287","069600-0035",44,1
"963","001-0101288","952810-3440",9,NA
"964","001-0101289","092504-9399",8,NA
"965","001-0101290","409230-1795",6,2
"966","001-0101291","549920-0075",4,NA
"967","001-0101292","693360-0007",12,1
"968","001-0101294","173180-0560",34,NA
"969","001-0101295","637100-0005",20,NA
"970","001-0101297","256983-0000",162,NA
"971","001-0101298","128230-1335",15,7
"972","001-0101300","569400-0400",12,NA
"973","001-0101302","138980-0100",13,NA
"974","001-0101303","093900-0120",89,1
"975","001-0101305","198920-1300",29,NA
"976","001-0101305","DV0047-887",29,NA
"977","001-0101306","766370-0880",26,7
"978","001-0101307","762570-0465",20,NA
"979","001-0101308","249220-0140",16,4
"980","001-0101309","408380-2695",19,3
"981","001-0101312","292504-9066",19,2
"982","001-0101313","690870-0000",10,NA
"983","001-0101314","545780-1280",10,2
"984","001-0101315","291620-0030",14,NA
"985","001-0101316","193130-0540",15,2
"986","001-0101317","413435-0330",1,NA
"987","001-0101318","178550-0031",19,4
"988","001-0101319","600350-1445",12,NA
"989","001-0101320","723460-1141",15,1
"990","001-0101321","423540-1104",10,1
"991","001-0101323","712930-3615",10,NA
"992","001-0101324","202504-9091",35,22
"993","001-0101325","276770-3400",12,NA
"994","001-0101326","181780-0015",32,14
"995","001-0101327","251350-0030",42,12
"996","001-0101328","382170-0111",140,1
"997","001-0101329","643150-0081",11,8
"998","001-0101330","302404-9024",144,26
"999","001-0101331","881640-0655",100,1
"1000","001-0101333","600350-1155",15,NA
"1001","001-0101334","600350-0951",12,5
"1002","001-0101335","423240-1400",14,4
"1003","001-0101336","168940-1095",20,13
"1004","001-0101337","211470-0080",12,NA
"1005","001-0101338","016400-0035",186,35
"1006","001-0101339","880490-0540",14,1
"1007","001-0101340","276760-0060",15,5
"1008","001-0101341","387990-1010",43,2
"1009","001-0101342","387990-1075",30,2
"1010","001-0101343","276760-5155",20,NA
"1011","001-0101344","225550-0115",22,10
"1012","001-0101345","685170-0295",59,4
"1013","001-0101346","685170-0075",21,7
"1014","001-0101347","643150-0333",12,8
"1015","001-0101348","679810-0835",16,1
"1016","001-0101349","082000-0099",18,7
"1017","001-0101350","880490-0100",34,NA
"1018","001-0101351","689996-0000",19,NA
"1019","001-0101352","172880-0030",29,7
"1020","001-0101353","197220-5365",20,2
"1021","001-0101354","600350-1705",19,6
"1022","001-0101355","880490-0355",21,4
"1023","001-0101356","869030-0040",40,20
"1024","001-0101357","145360-1220",94,1
"1025","001-0101358","952810-3560",24,12
"1026","001-0101359","390210-0255",21,NA
"1027","001-0101360","192604-9055",61,NA
"1028","001-0101361","352890-0745",112,1
"1029","001-0101362","750250-0018",52,NA
"1030","001-0101362","750250-0020",52,NA
"1031","001-0101362","750250-0062",52,5
"1032","001-0101363","641410-0160",22,NA
"1033","001-0101365","801010-0300",33,NA
"1034","001-0101365","801010-0300",33,NA
"1035","001-0101366","983120-0705",1,NA
"1036","001-0101367","522630-0030",40,NA
"1037","001-0101368","065500-0075",70,NA
"1038","001-0101369","762570-4470",25,3
"1039","001-0101369","762570-4470",25,3
"1040","001-0101370","600350-1500",12,2
"1041","001-0101371","861580-0010",12,4
"1042","001-0101371","DV1134-832",12,NA
"1043","001-0101372","600300-1250",11,NA
"1044","001-0101373","199020-0165",17,4
"1045","001-0101374","684770-0365",40,1
"1046","001-0101375","173180-0135",32,1
"1047","001-0101377","423540-0585",16,4
"1048","001-0101378","276760-3555",13,1
"1049","001-0101379","882290-0065",7,1
"1050","001-0101380","641410-0203",12,3
"1051","001-0101381","861580-0005",9,2
"1052","001-0101382","641410-0202",10,4
"1053","001-0101383","277160-0700",12,NA
"1054","001-0101385","411210-0015",1,NA
"1055","001-0101386","277160-4350",11,4
"1056","001-0101389","545730-0300",48,5
"1057","001-0101390","717480-0169",103,39
"1058","001-0101391","182504-9008",25,18
"1059","001-0101392","193130-0345",18,3
"1060","001-0101393","782120-0935",18,4
"1061","001-0101394","042404-9057",4,NA
"1062","001-0101395","794830-0205",12,NA
"1063","001-0101395","794830-0205",12,NA
"1064","001-0101395","794830-0205",12,NA
"1065","001-0101396","138980-0035",14,NA
"1066","001-0101398","952310-2610",14,9
"1067","001-0101400","276770-3760",46,3
"1068","001-0101401","881640-0380",23,3
"1069","001-0101402","114200-1725",29,2
"1070","001-0101403","276770-3835",31,8
"1071","001-0101404","114200-1780",70,NA
"1072","001-0101405","276760-2090",12,1
"1073","001-0101407","882290-0045",12,NA
"1074","001-0101408","793500-0085",1,NA
"1075","001-0101410","197220-1860",8,2
"1076","001-0101411","216390-0265",9,7
"1077","001-0101413","929730-0765",92,NA
"1078","001-0101415","409230-0345",27,NA
"1079","001-0101419","292604-9021",208,31
"1080","001-0101421","684770-0015",99,NA
"1081","001-0101424","600300-1715",10,2
"1082","001-0101425","277060-4035",31,NA
"1083","001-0101427","118900-0710",11,NA
"1084","001-0101427","118900-0710",11,NA
"1085","001-0101428","717480-0475",13,8
"1086","001-0101429","277060-4820",155,NA
"1087","001-0101430","717370-0400",12,4
"1088","001-0101431","788360-8350",10,1
"1089","001-0101432","952810-4815",16,NA
"1090","001-0101432","952810-4815",16,NA
"1091","001-0101433","075100-0005",12,NA
"1092","001-0101433","075100-0005",12,NA
"1093","001-0101434","197920-0125",356,NA
"1094","001-0101435","322604-9298",28,14
"1095","001-0101436","409230-0940",20,2
"1096","001-0101437","614970-0215",12,1
"1097","001-0101439","614560-0565",10,NA
"1098","001-0101440","344800-1756",12,NA
"1099","001-0101441","641460-0340",17,2
"1100","001-0101442","199020-0345",14,NA
"1101","001-0101443","685270-0030",12,NA
"1102","001-0101444","952110-0490",11,NA
"1103","001-0101445","162404-9219",11,NA
"1104","001-0101445","162404-9219",11,NA
"1105","001-0101446","684820-0125",34,3
"1106","001-0101447","423240-1150",27,3
"1107","001-0101448","600350-0665",50,1
"1108","001-0101449","067600-0070",32,NA
"1109","001-0101450","423240-0540",21,4
"1110","001-0101451","685070-0605",13,NA
"1111","001-0101452","881640-1130",12,NA
"1112","001-0101453","545780-0191",31,11
"1113","001-0101453","545780-0191",31,11
"1114","001-0101454","277410-0105",14,4
"1115","001-0101456","600350-1715",38,2
"1116","001-0101457","600350-2045",13,6
"1117","001-0101458","067600-0100",19,5
"1118","001-0101459","216390-0170",26,3
"1119","001-0101460","198920-1045",16,6
"1120","001-0101466","790470-0145",19,9
"1121","001-0101468","246190-0860",25,8
"1122","001-0101469","927420-0050",12,6
"1123","001-0101469","DV0030-059",12,NA
"1124","001-0101470","762570-3365",24,2
"1125","001-0101471","338990-0305",14,5
"1126","001-0101471","DV0030-102",14,NA
"1127","001-0101472","248820-0380",19,NA
"1128","001-0101472","DV1099-614",19,NA
"1129","001-0101473","717480-0480",20,1
"1130","001-0101474","198620-0305",145,8
"1131","001-0101476","291620-0005",18,NA
"1132","001-0101479","123100-0575",12,2
"1133","001-0101486","291620-0120",22,NA
"1134","001-0101488","430220-1155",4,1
"1135","001-0101491","081100-0080",11,3
"1136","001-0101494","430220-1140",14,NA
"1137","001-0101495","685270-0285",18,2
